Date_Key,Year,Quarter,Month,Month_Number,Day,Day_of_Week,Week_of_Year,Date_String
20230219,2023,Q1,February,2,19,Sunday,7,2023-02-19
20230220,2023,Q1,February,2,20,Monday,8,2023-02-20
20230221,2023,Q1,February,2,21,Tuesday,8,2023-02-21
20230222,2023,Q1,February,2,22,Wednesday,8,2023-02-22
20230223,2023,Q1,February,2,23,Thursday,8,2023-02-23
20230224,2023,Q1,February,2,24,Friday,8,2023-02-24
20230225,2023,Q1,February,2,25,Saturday,8,2023-02-25
20230226,2023,Q1,February,2,26,Sunday,8,2023-02-26
20230227,2023,Q1,February,2,27,Monday,9,2023-02-27
20230228,2023,Q1,February,2,28,Tuesday,9,2023-02-28
20230301,2023,Q1,March,3,1,Wednesday,9,2023-03-01
20230302,2023,Q1,March,3,2,Thursday,9,2023-03-02
20230303,2023,Q1,March,3,3,Friday,9,2023-03-03
20230304,2023,Q1,March,3,4,Saturday,9,2023-03-04
20230305,2023,Q1,March,3,5,Sunday,9,2023-03-05
20230306,2023,Q1,March,3,6,Monday,10,2023-03-06
20230307,2023,Q1,March,3,7,Tuesday,10,2023-03-07
20230308,2023,Q1,March,3,8,Wednesday,10,2023-03-08
20230309,2023,Q1,March,3,9,Thursday,10,2023-03-09
20230310,2023,Q1,March,3,10,Friday,10,2023-03-10
20230311,2023,Q1,March,3,11,Saturday,10,2023-03-11
20230312,2023,Q1,March,3,12,Sunday,10,2023-03-12
20230313,2023,Q1,March,3,13,Monday,11,2023-03-13
20230314,2023,Q1,March,3,14,Tuesday,11,2023-03-14
20230315,2023,Q1,March,3,15,Wednesday,11,2023-03-15
20230316,2023,Q1,March,3,16,Thursday,11,2023-03-16
20230317,2023,Q1,March,3,17,Friday,11,2023-03-17
20230318,2023,Q1,March,3,18,Saturday,11,2023-03-18
20230319,2023,Q1,March,3,19,Sunday,11,2023-03-19
20230320,2023,Q1,March,3,20,Monday,12,2023-03-20
20230321,2023,Q1,March,3,21,Tuesday,12,2023-03-21
20230322,2023,Q1,March,3,22,Wednesday,12,2023-03-22
20230323,2023,Q1,March,3,23,Thursday,12,2023-03-23
20230324,2023,Q1,March,3,24,Friday,12,2023-03-24
20230325,2023,Q1,March,3,25,Saturday,12,2023-03-25
20230326,2023,Q1,March,3,26,Sunday,12,2023-03-26
20230327,2023,Q1,March,3,27,Monday,13,2023-03-27
20230328,2023,Q1,March,3,28,Tuesday,13,2023-03-28
20230329,2023,Q1,March,3,29,Wednesday,13,2023-03-29
20230330,2023,Q1,March,3,30,Thursday,13,2023-03-30
20230331,2023,Q1,March,3,31,Friday,13,2023-03-31
20230401,2023,Q2,April,4,1,Saturday,13,2023-04-01
20230402,2023,Q2,April,4,2,Sunday,13,2023-04-02
20230403,2023,Q2,April,4,3,Monday,14,2023-04-03
20230404,2023,Q2,April,4,4,Tuesday,14,2023-04-04
20230405,2023,Q2,April,4,5,Wednesday,14,2023-04-05
20230406,2023,Q2,April,4,6,Thursday,14,2023-04-06
20230407,2023,Q2,April,4,7,Friday,14,2023-04-07
20230408,2023,Q2,April,4,8,Saturday,14,2023-04-08
20230409,2023,Q2,April,4,9,Sunday,14,2023-04-09
20230410,2023,Q2,April,4,10,Monday,15,2023-04-10
20230411,2023,Q2,April,4,11,Tuesday,15,2023-04-11
20230412,2023,Q2,April,4,12,Wednesday,15,2023-04-12
20230413,2023,Q2,April,4,13,Thursday,15,2023-04-13
20230414,2023,Q2,April,4,14,Friday,15,2023-04-14
20230415,2023,Q2,April,4,15,Saturday,15,2023-04-15
20230416,2023,Q2,April,4,16,Sunday,15,2023-04-16
20230417,2023,Q2,April,4,17,Monday,16,2023-04-17
20230418,2023,Q2,April,4,18,Tuesday,16,2023-04-18
20230419,2023,Q2,April,4,19,Wednesday,16,2023-04-19
20230420,2023,Q2,April,4,20,Thursday,16,2023-04-20
20230421,2023,Q2,April,4,21,Friday,16,2023-04-21
20230422,2023,Q2,April,4,22,Saturday,16,2023-04-22
20230423,2023,Q2,April,4,23,Sunday,16,2023-04-23
20230424,2023,Q2,April,4,24,Monday,17,2023-04-24
20230425,2023,Q2,April,4,25,Tuesday,17,2023-04-25
20230426,2023,Q2,April,4,26,Wednesday,17,2023-04-26
20230427,2023,Q2,April,4,27,Thursday,17,2023-04-27
20230428,2023,Q2,April,4,28,Friday,17,2023-04-28
20230429,2023,Q2,April,4,29,Saturday,17,2023-04-29
20230430,2023,Q2,April,4,30,Sunday,17,2023-04-30
20230501,2023,Q2,May,5,1,Monday,18,2023-05-01
20230502,2023,Q2,May,5,2,Tuesday,18,2023-05-02
20230503,2023,Q2,May,5,3,Wednesday,18,2023-05-03
20230504,2023,Q2,May,5,4,Thursday,18,2023-05-04
20230505,2023,Q2,May,5,5,Friday,18,2023-05-05
20230506,2023,Q2,May,5,6,Saturday,18,2023-05-06
20230507,2023,Q2,May,5,7,Sunday,18,2023-05-07
20230508,2023,Q2,May,5,8,Monday,19,2023-05-08
20230509,2023,Q2,May,5,9,Tuesday,19,2023-05-09
20230510,2023,Q2,May,5,10,Wednesday,19,2023-05-10
20230511,2023,Q2,May,5,11,Thursday,19,2023-05-11
20230512,2023,Q2,May,5,12,Friday,19,2023-05-12
20230513,2023,Q2,May,5,13,Saturday,19,2023-05-13
20230514,2023,Q2,May,5,14,Sunday,19,2023-05-14
20230515,2023,Q2,May,5,15,Monday,20,2023-05-15
20230516,2023,Q2,May,5,16,Tuesday,20,2023-05-16
20230517,2023,Q2,May,5,17,Wednesday,20,2023-05-17
20230518,2023,Q2,May,5,18,Thursday,20,2023-05-18
20230519,2023,Q2,May,5,19,Friday,20,2023-05-19
20230520,2023,Q2,May,5,20,Saturday,20,2023-05-20
20230521,2023,Q2,May,5,21,Sunday,20,2023-05-21
20230522,2023,Q2,May,5,22,Monday,21,2023-05-22
20230523,2023,Q2,May,5,23,Tuesday,21,2023-05-23
20230524,2023,Q2,May,5,24,Wednesday,21,2023-05-24
20230525,2023,Q2,May,5,25,Thursday,21,2023-05-25
20230526,2023,Q2,May,5,26,Friday,21,2023-05-26
20230527,2023,Q2,May,5,27,Saturday,21,2023-05-27
20230528,2023,Q2,May,5,28,Sunday,21,2023-05-28
20230529,2023,Q2,May,5,29,Monday,22,2023-05-29
20230530,2023,Q2,May,5,30,Tuesday,22,2023-05-30
20230531,2023,Q2,May,5,31,Wednesday,22,2023-05-31
20230601,2023,Q2,June,6,1,Thursday,22,2023-06-01
20230602,2023,Q2,June,6,2,Friday,22,2023-06-02
20230603,2023,Q2,June,6,3,Saturday,22,2023-06-03
20230604,2023,Q2,June,6,4,Sunday,22,2023-06-04
20230605,2023,Q2,June,6,5,Monday,23,2023-06-05
20230606,2023,Q2,June,6,6,Tuesday,23,2023-06-06
20230607,2023,Q2,June,6,7,Wednesday,23,2023-06-07
20230608,2023,Q2,June,6,8,Thursday,23,2023-06-08
20230609,2023,Q2,June,6,9,Friday,23,2023-06-09
20230610,2023,Q2,June,6,10,Saturday,23,2023-06-10
20230611,2023,Q2,June,6,11,Sunday,23,2023-06-11
20230612,2023,Q2,June,6,12,Monday,24,2023-06-12
20230613,2023,Q2,June,6,13,Tuesday,24,2023-06-13
20230614,2023,Q2,June,6,14,Wednesday,24,2023-06-14
20230615,2023,Q2,June,6,15,Thursday,24,2023-06-15
20230616,2023,Q2,June,6,16,Friday,24,2023-06-16
20230617,2023,Q2,June,6,17,Saturday,24,2023-06-17
20230618,2023,Q2,June,6,18,Sunday,24,2023-06-18
20230619,2023,Q2,June,6,19,Monday,25,2023-06-19
20230620,2023,Q2,June,6,20,Tuesday,25,2023-06-20
20230621,2023,Q2,June,6,21,Wednesday,25,2023-06-21
20230622,2023,Q2,June,6,22,Thursday,25,2023-06-22
20230623,2023,Q2,June,6,23,Friday,25,2023-06-23
20230624,2023,Q2,June,6,24,Saturday,25,2023-06-24
20230625,2023,Q2,June,6,25,Sunday,25,2023-06-25
20230626,2023,Q2,June,6,26,Monday,26,2023-06-26
20230627,2023,Q2,June,6,27,Tuesday,26,2023-06-27
20230628,2023,Q2,June,6,28,Wednesday,26,2023-06-28
20230629,2023,Q2,June,6,29,Thursday,26,2023-06-29
20230630,2023,Q2,June,6,30,Friday,26,2023-06-30
20230701,2023,Q3,July,7,1,Saturday,26,2023-07-01
20230702,2023,Q3,July,7,2,Sunday,26,2023-07-02
20230703,2023,Q3,July,7,3,Monday,27,2023-07-03
20230704,2023,Q3,July,7,4,Tuesday,27,2023-07-04
20230705,2023,Q3,July,7,5,Wednesday,27,2023-07-05
20230706,2023,Q3,July,7,6,Thursday,27,2023-07-06
20230707,2023,Q3,July,7,7,Friday,27,2023-07-07
20230708,2023,Q3,July,7,8,Saturday,27,2023-07-08
20230709,2023,Q3,July,7,9,Sunday,27,2023-07-09
20230710,2023,Q3,July,7,10,Monday,28,2023-07-10
20230711,2023,Q3,July,7,11,Tuesday,28,2023-07-11
20230712,2023,Q3,July,7,12,Wednesday,28,2023-07-12
20230713,2023,Q3,July,7,13,Thursday,28,2023-07-13
20230714,2023,Q3,July,7,14,Friday,28,2023-07-14
20230715,2023,Q3,July,7,15,Saturday,28,2023-07-15
20230716,2023,Q3,July,7,16,Sunday,28,2023-07-16
20230717,2023,Q3,July,7,17,Monday,29,2023-07-17
20230718,2023,Q3,July,7,18,Tuesday,29,2023-07-18
20230719,2023,Q3,July,7,19,Wednesday,29,2023-07-19
20230720,2023,Q3,July,7,20,Thursday,29,2023-07-20
20230721,2023,Q3,July,7,21,Friday,29,2023-07-21
20230722,2023,Q3,July,7,22,Saturday,29,2023-07-22
20230723,2023,Q3,July,7,23,Sunday,29,2023-07-23
20230724,2023,Q3,July,7,24,Monday,30,2023-07-24
20230725,2023,Q3,July,7,25,Tuesday,30,2023-07-25
20230726,2023,Q3,July,7,26,Wednesday,30,2023-07-26
20230727,2023,Q3,July,7,27,Thursday,30,2023-07-27
20230728,2023,Q3,July,7,28,Friday,30,2023-07-28
20230729,2023,Q3,July,7,29,Saturday,30,2023-07-29
20230730,2023,Q3,July,7,30,Sunday,30,2023-07-30
20230731,2023,Q3,July,7,31,Monday,31,2023-07-31
20230801,2023,Q3,August,8,1,Tuesday,31,2023-08-01
20230802,2023,Q3,August,8,2,Wednesday,31,2023-08-02
20230803,2023,Q3,August,8,3,Thursday,31,2023-08-03
20230804,2023,Q3,August,8,4,Friday,31,2023-08-04
20230805,2023,Q3,August,8,5,Saturday,31,2023-08-05
20230806,2023,Q3,August,8,6,Sunday,31,2023-08-06
20230807,2023,Q3,August,8,7,Monday,32,2023-08-07
20230808,2023,Q3,August,8,8,Tuesday,32,2023-08-08
20230809,2023,Q3,August,8,9,Wednesday,32,2023-08-09
20230810,2023,Q3,August,8,10,Thursday,32,2023-08-10
20230811,2023,Q3,August,8,11,Friday,32,2023-08-11
20230812,2023,Q3,August,8,12,Saturday,32,2023-08-12
20230813,2023,Q3,August,8,13,Sunday,32,2023-08-13
20230814,2023,Q3,August,8,14,Monday,33,2023-08-14
20230815,2023,Q3,August,8,15,Tuesday,33,2023-08-15
20230816,2023,Q3,August,8,16,Wednesday,33,2023-08-16
20230817,2023,Q3,August,8,17,Thursday,33,2023-08-17
20230818,2023,Q3,August,8,18,Friday,33,2023-08-18
20230819,2023,Q3,August,8,19,Saturday,33,2023-08-19
20230820,2023,Q3,August,8,20,Sunday,33,2023-08-20
20230821,2023,Q3,August,8,21,Monday,34,2023-08-21
20230822,2023,Q3,August,8,22,Tuesday,34,2023-08-22
20230823,2023,Q3,August,8,23,Wednesday,34,2023-08-23
20230824,2023,Q3,August,8,24,Thursday,34,2023-08-24
20230825,2023,Q3,August,8,25,Friday,34,2023-08-25
20230826,2023,Q3,August,8,26,Saturday,34,2023-08-26
20230827,2023,Q3,August,8,27,Sunday,34,2023-08-27
20230828,2023,Q3,August,8,28,Monday,35,2023-08-28
20230829,2023,Q3,August,8,29,Tuesday,35,2023-08-29
20230830,2023,Q3,August,8,30,Wednesday,35,2023-08-30
20230831,2023,Q3,August,8,31,Thursday,35,2023-08-31
20230901,2023,Q3,September,9,1,Friday,35,2023-09-01
20230902,2023,Q3,September,9,2,Saturday,35,2023-09-02
20230903,2023,Q3,September,9,3,Sunday,35,2023-09-03
20230904,2023,Q3,September,9,4,Monday,36,2023-09-04
20230905,2023,Q3,September,9,5,Tuesday,36,2023-09-05
20230906,2023,Q3,September,9,6,Wednesday,36,2023-09-06
20230907,2023,Q3,September,9,7,Thursday,36,2023-09-07
20230908,2023,Q3,September,9,8,Friday,36,2023-09-08
20230909,2023,Q3,September,9,9,Saturday,36,2023-09-09
20230910,2023,Q3,September,9,10,Sunday,36,2023-09-10
20230911,2023,Q3,September,9,11,Monday,37,2023-09-11
20230912,2023,Q3,September,9,12,Tuesday,37,2023-09-12
20230913,2023,Q3,September,9,13,Wednesday,37,2023-09-13
20230914,2023,Q3,September,9,14,Thursday,37,2023-09-14
20230915,2023,Q3,September,9,15,Friday,37,2023-09-15
20230916,2023,Q3,September,9,16,Saturday,37,2023-09-16
20230917,2023,Q3,September,9,17,Sunday,37,2023-09-17
20230918,2023,Q3,September,9,18,Monday,38,2023-09-18
20230919,2023,Q3,September,9,19,Tuesday,38,2023-09-19
20230920,2023,Q3,September,9,20,Wednesday,38,2023-09-20
20230921,2023,Q3,September,9,21,Thursday,38,2023-09-21
20230922,2023,Q3,September,9,22,Friday,38,2023-09-22
20230923,2023,Q3,September,9,23,Saturday,38,2023-09-23
20230924,2023,Q3,September,9,24,Sunday,38,2023-09-24
20230925,2023,Q3,September,9,25,Monday,39,2023-09-25
20230926,2023,Q3,September,9,26,Tuesday,39,2023-09-26
20230927,2023,Q3,September,9,27,Wednesday,39,2023-09-27
20230928,2023,Q3,September,9,28,Thursday,39,2023-09-28
20230929,2023,Q3,September,9,29,Friday,39,2023-09-29
20230930,2023,Q3,September,9,30,Saturday,39,2023-09-30
20231001,2023,Q4,October,10,1,Sunday,39,2023-10-01
20231002,2023,Q4,October,10,2,Monday,40,2023-10-02
20231003,2023,Q4,October,10,3,Tuesday,40,2023-10-03
20231004,2023,Q4,October,10,4,Wednesday,40,2023-10-04
20231005,2023,Q4,October,10,5,Thursday,40,2023-10-05
20231006,2023,Q4,October,10,6,Friday,40,2023-10-06
20231007,2023,Q4,October,10,7,Saturday,40,2023-10-07
20231008,2023,Q4,October,10,8,Sunday,40,2023-10-08
20231009,2023,Q4,October,10,9,Monday,41,2023-10-09
20231010,2023,Q4,October,10,10,Tuesday,41,2023-10-10
20231011,2023,Q4,October,10,11,Wednesday,41,2023-10-11
20231012,2023,Q4,October,10,12,Thursday,41,2023-10-12
20231013,2023,Q4,October,10,13,Friday,41,2023-10-13
20231014,2023,Q4,October,10,14,Saturday,41,2023-10-14
20231015,2023,Q4,October,10,15,Sunday,41,2023-10-15
20231016,2023,Q4,October,10,16,Monday,42,2023-10-16
20231017,2023,Q4,October,10,17,Tuesday,42,2023-10-17
20231018,2023,Q4,October,10,18,Wednesday,42,2023-10-18
20231019,2023,Q4,October,10,19,Thursday,42,2023-10-19
20231020,2023,Q4,October,10,20,Friday,42,2023-10-20
20231021,2023,Q4,October,10,21,Saturday,42,2023-10-21
20231022,2023,Q4,October,10,22,Sunday,42,2023-10-22
20231023,2023,Q4,October,10,23,Monday,43,2023-10-23
20231024,2023,Q4,October,10,24,Tuesday,43,2023-10-24
20231025,2023,Q4,October,10,25,Wednesday,43,2023-10-25
20231026,2023,Q4,October,10,26,Thursday,43,2023-10-26
20231027,2023,Q4,October,10,27,Friday,43,2023-10-27
20231028,2023,Q4,October,10,28,Saturday,43,2023-10-28
20231029,2023,Q4,October,10,29,Sunday,43,2023-10-29
20231030,2023,Q4,October,10,30,Monday,44,2023-10-30
20231031,2023,Q4,October,10,31,Tuesday,44,2023-10-31
20231101,2023,Q4,November,11,1,Wednesday,44,2023-11-01
20231102,2023,Q4,November,11,2,Thursday,44,2023-11-02
20231103,2023,Q4,November,11,3,Friday,44,2023-11-03
20231104,2023,Q4,November,11,4,Saturday,44,2023-11-04
20231105,2023,Q4,November,11,5,Sunday,44,2023-11-05
20231106,2023,Q4,November,11,6,Monday,45,2023-11-06
20231107,2023,Q4,November,11,7,Tuesday,45,2023-11-07
20231108,2023,Q4,November,11,8,Wednesday,45,2023-11-08
20231109,2023,Q4,November,11,9,Thursday,45,2023-11-09
20231110,2023,Q4,November,11,10,Friday,45,2023-11-10
20231111,2023,Q4,November,11,11,Saturday,45,2023-11-11
20231112,2023,Q4,November,11,12,Sunday,45,2023-11-12
20231113,2023,Q4,November,11,13,Monday,46,2023-11-13
20231114,2023,Q4,November,11,14,Tuesday,46,2023-11-14
20231115,2023,Q4,November,11,15,Wednesday,46,2023-11-15
20231116,2023,Q4,November,11,16,Thursday,46,2023-11-16
20231117,2023,Q4,November,11,17,Friday,46,2023-11-17
20231118,2023,Q4,November,11,18,Saturday,46,2023-11-18
20231119,2023,Q4,November,11,19,Sunday,46,2023-11-19
20231120,2023,Q4,November,11,20,Monday,47,2023-11-20
20231121,2023,Q4,November,11,21,Tuesday,47,2023-11-21
20231122,2023,Q4,November,11,22,Wednesday,47,2023-11-22
20231123,2023,Q4,November,11,23,Thursday,47,2023-11-23
20231124,2023,Q4,November,11,24,Friday,47,2023-11-24
20231125,2023,Q4,November,11,25,Saturday,47,2023-11-25
20231126,2023,Q4,November,11,26,Sunday,47,2023-11-26
20231127,2023,Q4,November,11,27,Monday,48,2023-11-27
20231128,2023,Q4,November,11,28,Tuesday,48,2023-11-28
20231129,2023,Q4,November,11,29,Wednesday,48,2023-11-29
20231130,2023,Q4,November,11,30,Thursday,48,2023-11-30
20231201,2023,Q4,December,12,1,Friday,48,2023-12-01
20231202,2023,Q4,December,12,2,Saturday,48,2023-12-02
20231203,2023,Q4,December,12,3,Sunday,48,2023-12-03
20231204,2023,Q4,December,12,4,Monday,49,2023-12-04
20231205,2023,Q4,December,12,5,Tuesday,49,2023-12-05
20231206,2023,Q4,December,12,6,Wednesday,49,2023-12-06
20231207,2023,Q4,December,12,7,Thursday,49,2023-12-07
20231208,2023,Q4,December,12,8,Friday,49,2023-12-08
20231209,2023,Q4,December,12,9,Saturday,49,2023-12-09
20231210,2023,Q4,December,12,10,Sunday,49,2023-12-10
20231211,2023,Q4,December,12,11,Monday,50,2023-12-11
20231212,2023,Q4,December,12,12,Tuesday,50,2023-12-12
20231213,2023,Q4,December,12,13,Wednesday,50,2023-12-13
20231214,2023,Q4,December,12,14,Thursday,50,2023-12-14
20231215,2023,Q4,December,12,15,Friday,50,2023-12-15
20231216,2023,Q4,December,12,16,Saturday,50,2023-12-16
20231217,2023,Q4,December,12,17,Sunday,50,2023-12-17
20231218,2023,Q4,December,12,18,Monday,51,2023-12-18
20231219,2023,Q4,December,12,19,Tuesday,51,2023-12-19
20231220,2023,Q4,December,12,20,Wednesday,51,2023-12-20
20231221,2023,Q4,December,12,21,Thursday,51,2023-12-21
20231222,2023,Q4,December,12,22,Friday,51,2023-12-22
20231223,2023,Q4,December,12,23,Saturday,51,2023-12-23
20231224,2023,Q4,December,12,24,Sunday,51,2023-12-24
20231225,2023,Q4,December,12,25,Monday,52,2023-12-25
20231226,2023,Q4,December,12,26,Tuesday,52,2023-12-26
20231227,2023,Q4,December,12,27,Wednesday,52,2023-12-27
20231228,2023,Q4,December,12,28,Thursday,52,2023-12-28
20231229,2023,Q4,December,12,29,Friday,52,2023-12-29
20231230,2023,Q4,December,12,30,Saturday,52,2023-12-30
20231231,2023,Q4,December,12,31,Sunday,52,2023-12-31
20240101,2024,Q1,January,1,1,Monday,1,2024-01-01
20240102,2024,Q1,January,1,2,Tuesday,1,2024-01-02
20240103,2024,Q1,January,1,3,Wednesday,1,2024-01-03
20240104,2024,Q1,January,1,4,Thursday,1,2024-01-04
20240105,2024,Q1,January,1,5,Friday,1,2024-01-05
20240106,2024,Q1,January,1,6,Saturday,1,2024-01-06
20240107,2024,Q1,January,1,7,Sunday,1,2024-01-07
20240108,2024,Q1,January,1,8,Monday,2,2024-01-08
20240109,2024,Q1,January,1,9,Tuesday,2,2024-01-09
20240110,2024,Q1,January,1,10,Wednesday,2,2024-01-10
20240111,2024,Q1,January,1,11,Thursday,2,2024-01-11
20240112,2024,Q1,January,1,12,Friday,2,2024-01-12
20240113,2024,Q1,January,1,13,Saturday,2,2024-01-13
20240114,2024,Q1,January,1,14,Sunday,2,2024-01-14
20240115,2024,Q1,January,1,15,Monday,3,2024-01-15
20240116,2024,Q1,January,1,16,Tuesday,3,2024-01-16
20240117,2024,Q1,January,1,17,Wednesday,3,2024-01-17
20240118,2024,Q1,January,1,18,Thursday,3,2024-01-18
20240119,2024,Q1,January,1,19,Friday,3,2024-01-19
20240120,2024,Q1,January,1,20,Saturday,3,2024-01-20
20240121,2024,Q1,January,1,21,Sunday,3,2024-01-21
20240122,2024,Q1,January,1,22,Monday,4,2024-01-22
20240123,2024,Q1,January,1,23,Tuesday,4,2024-01-23
20240124,2024,Q1,January,1,24,Wednesday,4,2024-01-24
20240125,2024,Q1,January,1,25,Thursday,4,2024-01-25
20240126,2024,Q1,January,1,26,Friday,4,2024-01-26
20240127,2024,Q1,January,1,27,Saturday,4,2024-01-27
20240128,2024,Q1,January,1,28,Sunday,4,2024-01-28
20240129,2024,Q1,January,1,29,Monday,5,2024-01-29
20240130,2024,Q1,January,1,30,Tuesday,5,2024-01-30
20240131,2024,Q1,January,1,31,Wednesday,5,2024-01-31
20240201,2024,Q1,February,2,1,Thursday,5,2024-02-01
20240202,2024,Q1,February,2,2,Friday,5,2024-02-02
20240203,2024,Q1,February,2,3,Saturday,5,2024-02-03
20240204,2024,Q1,February,2,4,Sunday,5,2024-02-04
20240205,2024,Q1,February,2,5,Monday,6,2024-02-05
20240206,2024,Q1,February,2,6,Tuesday,6,2024-02-06
20240207,2024,Q1,February,2,7,Wednesday,6,2024-02-07
20240208,2024,Q1,February,2,8,Thursday,6,2024-02-08
20240209,2024,Q1,February,2,9,Friday,6,2024-02-09
20240210,2024,Q1,February,2,10,Saturday,6,2024-02-10
20240211,2024,Q1,February,2,11,Sunday,6,2024-02-11
20240212,2024,Q1,February,2,12,Monday,7,2024-02-12
20240213,2024,Q1,February,2,13,Tuesday,7,2024-02-13
20240214,2024,Q1,February,2,14,Wednesday,7,2024-02-14
20240215,2024,Q1,February,2,15,Thursday,7,2024-02-15
20240216,2024,Q1,February,2,16,Friday,7,2024-02-16
20240217,2024,Q1,February,2,17,Saturday,7,2024-02-17
20240218,2024,Q1,February,2,18,Sunday,7,2024-02-18
20240219,2024,Q1,February,2,19,Monday,8,2024-02-19
20240220,2024,Q1,February,2,20,Tuesday,8,2024-02-20
20240221,2024,Q1,February,2,21,Wednesday,8,2024-02-21
20240222,2024,Q1,February,2,22,Thursday,8,2024-02-22
20240223,2024,Q1,February,2,23,Friday,8,2024-02-23
20240224,2024,Q1,February,2,24,Saturday,8,2024-02-24
20240225,2024,Q1,February,2,25,Sunday,8,2024-02-25
20240226,2024,Q1,February,2,26,Monday,9,2024-02-26
20240227,2024,Q1,February,2,27,Tuesday,9,2024-02-27
20240228,2024,Q1,February,2,28,Wednesday,9,2024-02-28
20240229,2024,Q1,February,2,29,Thursday,9,2024-02-29
20240301,2024,Q1,March,3,1,Friday,9,2024-03-01
20240302,2024,Q1,March,3,2,Saturday,9,2024-03-02
20240303,2024,Q1,March,3,3,Sunday,9,2024-03-03
20240304,2024,Q1,March,3,4,Monday,10,2024-03-04
20240305,2024,Q1,March,3,5,Tuesday,10,2024-03-05
20240306,2024,Q1,March,3,6,Wednesday,10,2024-03-06
20240307,2024,Q1,March,3,7,Thursday,10,2024-03-07
20240308,2024,Q1,March,3,8,Friday,10,2024-03-08
20240309,2024,Q1,March,3,9,Saturday,10,2024-03-09
20240310,2024,Q1,March,3,10,Sunday,10,2024-03-10
20240311,2024,Q1,March,3,11,Monday,11,2024-03-11
20240312,2024,Q1,March,3,12,Tuesday,11,2024-03-12
20240313,2024,Q1,March,3,13,Wednesday,11,2024-03-13
20240314,2024,Q1,March,3,14,Thursday,11,2024-03-14
20240315,2024,Q1,March,3,15,Friday,11,2024-03-15
20240316,2024,Q1,March,3,16,Saturday,11,2024-03-16
20240317,2024,Q1,March,3,17,Sunday,11,2024-03-17
20240318,2024,Q1,March,3,18,Monday,12,2024-03-18
20240319,2024,Q1,March,3,19,Tuesday,12,2024-03-19
20240320,2024,Q1,March,3,20,Wednesday,12,2024-03-20
20240321,2024,Q1,March,3,21,Thursday,12,2024-03-21
20240322,2024,Q1,March,3,22,Friday,12,2024-03-22
20240323,2024,Q1,March,3,23,Saturday,12,2024-03-23
20240324,2024,Q1,March,3,24,Sunday,12,2024-03-24
20240325,2024,Q1,March,3,25,Monday,13,2024-03-25
20240326,2024,Q1,March,3,26,Tuesday,13,2024-03-26
20240327,2024,Q1,March,3,27,Wednesday,13,2024-03-27
20240328,2024,Q1,March,3,28,Thursday,13,2024-03-28
20240329,2024,Q1,March,3,29,Friday,13,2024-03-29
20240330,2024,Q1,March,3,30,Saturday,13,2024-03-30
20240331,2024,Q1,March,3,31,Sunday,13,2024-03-31
20240401,2024,Q2,April,4,1,Monday,14,2024-04-01
20240402,2024,Q2,April,4,2,Tuesday,14,2024-04-02
20240403,2024,Q2,April,4,3,Wednesday,14,2024-04-03
20240404,2024,Q2,April,4,4,Thursday,14,2024-04-04
20240405,2024,Q2,April,4,5,Friday,14,2024-04-05
20240406,2024,Q2,April,4,6,Saturday,14,2024-04-06
20240407,2024,Q2,April,4,7,Sunday,14,2024-04-07
20240408,2024,Q2,April,4,8,Monday,15,2024-04-08
20240409,2024,Q2,April,4,9,Tuesday,15,2024-04-09
20240410,2024,Q2,April,4,10,Wednesday,15,2024-04-10
20240411,2024,Q2,April,4,11,Thursday,15,2024-04-11
20240412,2024,Q2,April,4,12,Friday,15,2024-04-12
20240413,2024,Q2,April,4,13,Saturday,15,2024-04-13
20240414,2024,Q2,April,4,14,Sunday,15,2024-04-14
20240415,2024,Q2,April,4,15,Monday,16,2024-04-15
20240416,2024,Q2,April,4,16,Tuesday,16,2024-04-16
20240417,2024,Q2,April,4,17,Wednesday,16,2024-04-17
20240418,2024,Q2,April,4,18,Thursday,16,2024-04-18
20240419,2024,Q2,April,4,19,Friday,16,2024-04-19
20240420,2024,Q2,April,4,20,Saturday,16,2024-04-20
20240421,2024,Q2,April,4,21,Sunday,16,2024-04-21
20240422,2024,Q2,April,4,22,Monday,17,2024-04-22
20240423,2024,Q2,April,4,23,Tuesday,17,2024-04-23
20240424,2024,Q2,April,4,24,Wednesday,17,2024-04-24
20240425,2024,Q2,April,4,25,Thursday,17,2024-04-25
20240426,2024,Q2,April,4,26,Friday,17,2024-04-26
20240427,2024,Q2,April,4,27,Saturday,17,2024-04-27
20240428,2024,Q2,April,4,28,Sunday,17,2024-04-28
20240429,2024,Q2,April,4,29,Monday,18,2024-04-29
20240430,2024,Q2,April,4,30,Tuesday,18,2024-04-30
20240501,2024,Q2,May,5,1,Wednesday,18,2024-05-01
20240502,2024,Q2,May,5,2,Thursday,18,2024-05-02
20240503,2024,Q2,May,5,3,Friday,18,2024-05-03
20240504,2024,Q2,May,5,4,Saturday,18,2024-05-04
20240505,2024,Q2,May,5,5,Sunday,18,2024-05-05
20240506,2024,Q2,May,5,6,Monday,19,2024-05-06
20240507,2024,Q2,May,5,7,Tuesday,19,2024-05-07
20240508,2024,Q2,May,5,8,Wednesday,19,2024-05-08
20240509,2024,Q2,May,5,9,Thursday,19,2024-05-09
20240510,2024,Q2,May,5,10,Friday,19,2024-05-10
20240511,2024,Q2,May,5,11,Saturday,19,2024-05-11
20240512,2024,Q2,May,5,12,Sunday,19,2024-05-12
20240513,2024,Q2,May,5,13,Monday,20,2024-05-13
