Source,Title,Date,Author,Link,Extract
GDELT,"FirstUp : German chancellor to visit India , Isro to launch Anvesha satellite ... News of the day",2026-01-12,firstpost.com,https://www.firstpost.com/explainers/firstup-german-chancellor-to-visit-india-isro-to-launch-anvesha-satellite-news-of-the-day-13967185.html,"FirstUp : German chancellor to visit India , Isro to launch Anvesha satellite ... News of the day"
GDELT,"Viewpoint : US - centric hub - and - spoke model fades , Asian connectivity rises",2026-01-12,dealstreetasia.com,https://www.dealstreetasia.com/stories/viewpoint-thomas-tsao-gobi-partners-467797,"Viewpoint : US - centric hub - and - spoke model fades , Asian connectivity rises"
GDELT,What Will Sioux Falls Look Like In 75 Years ? ,2026-01-12,hot1047.com,https://hot1047.com/ixp/481/p/sioux-falls-future-predictions/,What Will Sioux Falls Look Like In 75 Years ? 
GDELT,1 Under - $10 Stock Set to Surge as Much as 963 % in 2026,2026-01-12,finance.yahoo.com,https://finance.yahoo.com/news/1-under-10-stock-set-170002995.html,1 Under - $10 Stock Set to Surge as Much as 963 % in 2026
GDELT,"쎌바이오텍 , 221배 생존력 듀오락  2026 설 선물대전  실시",2026-01-12,newspim.com,https://www.newspim.com/news/view/20260112000294,"쎌바이오텍 , 221배 생존력 듀오락  2026 설 선물대전  실시"
GDELT,What Will Sioux Falls Look Like In 75 Years ? ,2026-01-12,kxrb.com,https://kxrb.com/sioux-falls-future-predictions/,What Will Sioux Falls Look Like In 75 Years ? 
GDELT,What Will Sioux Falls Look Like In 75 Years ? ,2026-01-12,kikn.com,https://kikn.com/ixp/481/p/sioux-falls-future-predictions/,What Will Sioux Falls Look Like In 75 Years ? 
GDELT,Zweite Chance 2026 : +100 % Kursgewinn damals - kommt jetzt die Wiederholung ? ,2026-01-12,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2026-01/67405117-zweite-chance-2026-100-kursgewinn-damals-kommt-jetzt-die-wiederholung-669.htm,Zweite Chance 2026 : +100 % Kursgewinn damals - kommt jetzt die Wiederholung ? 
GDELT,GEN Homepage,2026-01-12,genengnews.com,https://www.genengnews.com/?blackhole=6aa1e423d6,GEN Homepage
GDELT, « Cuando dejas tu país debes asumir que vas a tener que trabajar en lo que sea » ,2026-01-12,diariovasco.com,https://www.diariovasco.com/gipuzkoa/dejas-pais-debes-asumir-vas-tener-trabajar-20260112000346-nt.html, « Cuando dejas tu país debes asumir que vas a tener que trabajar en lo que sea » 
GDELT,Zymeworks Inc .: Zymeworks Outlines Strategic Priorities and Outlook for 2026,2026-01-12,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2026-01/67404937-zymeworks-inc-zymeworks-outlines-strategic-priorities-and-outlook-for-2026-399.htm,Zymeworks Inc .: Zymeworks Outlines Strategic Priorities and Outlook for 2026
GDELT,Can This Stock Double Again in 2026 ? ,2026-01-11,finance.yahoo.com,https://finance.yahoo.com/news/stock-double-again-2026-210500543.html,Can This Stock Double Again in 2026 ? 
GDELT,Here are the 3 big things were watching in the stock market in the week ahead,2026-01-11,cnbc.com,https://www.cnbc.com/2026/01/11/here-are-the-3-big-things-were-watching-in-the-stock-market-in-the-week-ahead.html,Here are the 3 big things were watching in the stock market in the week ahead
GDELT,Molecular Partners Highlights Clinical Development Progress and Anticipated Milestones at 44th Annual J . P . Morgan Healthcare Conference,2026-01-11,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2026-01/67404761-molecular-partners-highlights-clinical-development-progress-and-anticipated-milestones-at-44th-annual-j-p-morgan-healthcare-conference-399.htm,Molecular Partners Highlights Clinical Development Progress and Anticipated Milestones at 44th Annual J . P . Morgan Healthcare Conference
GDELT,"Biotech centres of excellence to explore low - cost solutions in Odisha , to get grant of Rs 10cr per project over 5yrs | Bhubaneswar News",2026-01-11,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/city/bhubaneswar/biotech-centres-of-excellence-to-explore-low-cost-solutions-in-odisha-to-get-grant-of-rs-10cr-per-project-over-5yrs/articleshow/126469921.cms,"Biotech centres of excellence to explore low - cost solutions in Odisha , to get grant of Rs 10cr per project over 5yrs | Bhubaneswar News"
GDELT,Börse Express - Olema Pharmaceuticals Aktie : Analysten treiben Rally,2026-01-11,boerse-express.com,https://www.boerse-express.com/news/articles/olema-pharmaceuticals-aktie-analysten-treiben-rally-856056,Börse Express - Olema Pharmaceuticals Aktie : Analysten treiben Rally
GDELT,What Investors Should Know About a $163K AnaptysBio Insider Sale,2026-01-11,fool.com,https://www.fool.com/coverage/filings/2026/01/11/what-investors-should-know-about-a-usd163k-anaptysbio-insider-sale/?source=iedfolrf0000001,What Investors Should Know About a $163K AnaptysBio Insider Sale
GDELT,Baystreet . ca - Oncolytics Biotech Inc . ,2026-01-11,baystreet.ca,http://baystreet.ca/articles/stocksinplayarticles/117631/Stocks-in-Play-Oncolytics-Biotech-Inc,Baystreet . ca - Oncolytics Biotech Inc . 
GDELT,What Investors Should Know About a $163K AnaptysBio Insider Sale,2026-01-11,finance.yahoo.com,https://finance.yahoo.com/news/investors-know-163k-anaptysbio-insider-165927204.html,What Investors Should Know About a $163K AnaptysBio Insider Sale
GDELT,A - share earnings preannouncements signal positive performance,2026-01-11,globaltimes.cn,https://www.globaltimes.cn/page/202601/1352909.shtml,A - share earnings preannouncements signal positive performance
GDELT,"John J . Tkacik , Jr . On Taiwan : Venezuela , the Taiwan Strait and US National Security",2026-01-11,taipeitimes.com,https://www.taipeitimes.com/News/editorials/archives/2026/01/12/2003850436,"John J . Tkacik , Jr . On Taiwan : Venezuela , the Taiwan Strait and US National Security"
GDELT,Vastgoed helpt Bel20 aan record,2026-01-11,trends.knack.be,https://trends.knack.be/beleggen/beursnieuws/vastgoed-helpt-bel20-aan-record/,Vastgoed helpt Bel20 aan record
GDELT,"Spyre Therapeutic CEO Sells 15 , 000 Shares",2026-01-11,fool.com,https://www.fool.com/coverage/filings/2026/01/11/spyre-therapeutics-ceo-sells-15000-shares/?source=iedfolrf0000001,"Spyre Therapeutic CEO Sells 15 , 000 Shares"
GDELT,This Healthcare Stock Could Be One of the Best Companies to Own in 2026,2026-01-11,fool.com,https://www.fool.com/investing/2026/01/11/this-healthcare-stock-could-be-one-of-the-best-com/?source=iedfolrf0000001,This Healthcare Stock Could Be One of the Best Companies to Own in 2026
GDELT,Albuquerque biotech startup EquiSeq secures patents for horse genetic testing after 10 years,2026-01-11,abqjournal.com,https://www.abqjournal.com/business/why-an-albuquerque-startup-is-using-dna-to-detect-muscle-disease-in-horses/2956666,Albuquerque biotech startup EquiSeq secures patents for horse genetic testing after 10 years
GDELT,Bio Pharma Buffer Market Grows with Expansion of Biopharmaceutical Manufacturing and Research,2026-01-11,briefingwire.com,https://www.briefingwire.com/pr/bio-pharma-buffer-market-grows-with-expansion-of-biopharmaceutical-manufacturing-and-research,Bio Pharma Buffer Market Grows with Expansion of Biopharmaceutical Manufacturing and Research
GDELT,NV | Claves fundamentales para manejar la gastroenteritis infantil,2024-01-06,noticierovenevision.net,https://www.noticierovenevision.net/noticias/salud/claves-fundamentales-para-manejar-la-gastroenteritis-infantil,NV | Claves fundamentales para manejar la gastroenteritis infantil
GDELT,FDA approves Florida plan to import cheaper drugs from Canada,2024-01-06,upr.org,https://www.upr.org/npr-news/2024-01-05/fda-approves-floridas-plan-to-import-cheaper-drugs-from-canada,FDA approves Florida plan to import cheaper drugs from Canada
GDELT,U . S . move to allow Canadian drug import sparks shortage fears up here,2024-01-06,pqbnews.com,https://www.pqbnews.com/national-news/us-move-to-allow-canadian-drug-import-sparks-shortage-fears-up-here-7293293,U . S . move to allow Canadian drug import sparks shortage fears up here
GDELT,Thermo Fisher Scientific Inc . ( NYSE : TMO ) is Lathrop Investment Management Corp 8th Largest Position,2024-01-06,etfdailynews.com,https://www.etfdailynews.com/2024/01/05/thermo-fisher-scientific-inc-nysetmo-is-lathrop-investment-management-corps-8th-largest-position/,Thermo Fisher Scientific Inc . ( NYSE : TMO ) is Lathrop Investment Management Corp 8th Largest Position
GDELT,FDA approves Florida plan to import cheaper drugs from Canada,2024-01-06,kanw.com,https://www.kanw.com/npr-news/2024-01-05/fda-approves-floridas-plan-to-import-cheaper-drugs-from-canada,FDA approves Florida plan to import cheaper drugs from Canada
GDELT,The Perry school shooting creates new questions for Republicans in Iowa presidential caucuses,2024-01-06,wokv.com,https://www.wokv.com/news/politics/perry-school/ELEN6U7I5CNNMZNPSNUVMBCRXQ/,The Perry school shooting creates new questions for Republicans in Iowa presidential caucuses
GDELT,FDA approves Florida plan to import cheaper drugs from Canada,2024-01-06,kalw.org,https://www.kalw.org/npr-news/2024-01-05/fda-approves-floridas-plan-to-import-cheaper-drugs-from-canada,FDA approves Florida plan to import cheaper drugs from Canada
GDELT,The Perry school shooting creates new questions for Republicans in Iowa presidential caucuses,2024-01-06,therepublic.com,https://www.therepublic.com/2024/01/05/the-perry-school-shooting-creates-new-questions-for-republicans-in-iowas-presidential-caucuses/,The Perry school shooting creates new questions for Republicans in Iowa presidential caucuses
GDELT,U . S . move to allow Canadian drug import sparks shortage fears up here,2024-01-06,westerlynews.ca,https://www.westerlynews.ca/national-news/us-move-to-allow-canadian-drug-import-sparks-shortage-fears-up-here-7293293,U . S . move to allow Canadian drug import sparks shortage fears up here
GDELT,FDA allows Florida to import prescription drugs from Canada,2024-01-06,thesaxon.org,https://thesaxon.org/fda-allows-florida-to-import-prescription-drugs-from-canada/,FDA allows Florida to import prescription drugs from Canada
GDELT,U . S . move to allow Canadian drug import sparks shortage fears up here,2024-01-06,clearwatertimes.com,https://www.clearwatertimes.com/national-news/us-move-to-allow-canadian-drug-import-sparks-shortage-fears-up-here-7293293,U . S . move to allow Canadian drug import sparks shortage fears up here
GDELT,AP News Summary at 6 : 16 p . m . EST,2024-01-06,eagletribune.com,https://www.eagletribune.com/region/ap-news-summary-at-6-16-p-m-est/article_c846b26d-cf0e-512c-9265-2c0ed9838eb8.html,AP News Summary at 6 : 16 p . m . EST
GDELT,FDA greenlights Florida drug importation plan,2024-01-06,charlotteobserver.com,https://www.charlotteobserver.com/news/politics-government/national-politics/article283886778.html,FDA greenlights Florida drug importation plan
GDELT,The Perry school shooting creates new questions for Republicans in Iowa presidential caucuses,2024-01-06,clickorlando.com,https://www.clickorlando.com/news/politics/2024/01/05/the-perry-school-shooting-creates-new-questions-for-republicans-in-iowas-presidential-caucuses/,The Perry school shooting creates new questions for Republicans in Iowa presidential caucuses
GDELT,U . S . move to allow Canadian drug import sparks shortage fears up here,2024-01-06,nanaimobulletin.com,https://www.nanaimobulletin.com/national-news/us-move-to-allow-canadian-drug-import-sparks-shortage-fears-up-here-7293293,U . S . move to allow Canadian drug import sparks shortage fears up here
GDELT,FDA approves Florida plan to import cheaper drugs from Canada,2024-01-06,kmuw.org,https://www.kmuw.org/2024-01-05/fda-approves-floridas-plan-to-import-cheaper-drugs-from-canada,FDA approves Florida plan to import cheaper drugs from Canada
GDELT,"Waypoint Capital Advisors LLC Has $650 , 000 Stake in Abbott Laboratories ( NYSE : ABT ) ",2024-01-06,modernreaders.com,https://www.modernreaders.com/news/2024/01/06/waypoint-capital-advisors-llc-has-650000-stake-in-abbott-laboratories-nyseabt.html,"Waypoint Capital Advisors LLC Has $650 , 000 Stake in Abbott Laboratories ( NYSE : ABT ) "
GDELT,FDA Approves Florida Drug Importation Program,2024-01-06,rttnews.com,https://www.rttnews.com/3415046/fda-approves-florida-s-drug-importation-program.aspx,FDA Approves Florida Drug Importation Program
GDELT,Pharma giant Merck and insurers settle $1 . 4 billion NotPetya case,2024-01-06,insurancebusinessmag.com,https://www.insurancebusinessmag.com/au/news/cyber/pharma-giant-merck-and-insurers-settle-1-4-billion-notpetya-case-471920.aspx,Pharma giant Merck and insurers settle $1 . 4 billion NotPetya case
GDELT,FDA approves Florida plan to import cheaper drugs from Canada,2024-01-06,wmfe.org,https://www.wmfe.org/2024-01-05/fda-approves-floridas-plan-to-import-cheaper-drugs-from-canada,FDA approves Florida plan to import cheaper drugs from Canada
GDELT,AP News Summary at 6 : 51 p . m . EST,2024-01-06,greensburgdailynews.com,https://www.greensburgdailynews.com/news/nation_world/ap-news-summary-at-6-51-p-m-est/article_fb494315-0f82-51d2-8604-ab6b6b7db67e.html,AP News Summary at 6 : 51 p . m . EST
GDELT,"Assertio Holdings , Inc . Reports Inducement Grants Under NASDAQ Listing Rule 5635 ( c )( 4 ) ",2024-01-06,tmcnet.com,https://www.tmcnet.com/usubmit/2024/01/05/9941459.htm,"Assertio Holdings , Inc . Reports Inducement Grants Under NASDAQ Listing Rule 5635 ( c )( 4 ) "
GDELT,FDA approves Florida plan to import cheaper drugs from Canada,2024-01-06,wvxu.org,https://www.wvxu.org/news-from-npr/2024-01-05/fda-approves-floridas-plan-to-import-cheaper-drugs-from-canada,FDA approves Florida plan to import cheaper drugs from Canada
GDELT,Ozempic mania billions in bills are coming for U . S . taxpayers,2024-01-06,sunjournal.com,https://www.sunjournal.com/2024/01/05/ozempic-manias-billions-in-bills-are-coming-for-u-s-taxpayers/,Ozempic mania billions in bills are coming for U . S . taxpayers
GDELT,Move to Allow Canadian Drugs to Be Imported by U . S . Creates Shortage Fears,2024-01-06,chrisd.ca,https://www.chrisd.ca/2024/01/05/canadian-drugs-import-united-states-shortage/,Move to Allow Canadian Drugs to Be Imported by U . S . Creates Shortage Fears
GDELT,Cramer week ahead : Earnings season kicks off after JPMorgan Healthcare Conference,2024-01-06,nbclosangeles.com,https://www.nbclosangeles.com/news/business/money-report/cramers-week-ahead-earnings-season-kicks-off-after-jpmorgan-healthcare-conference/3305000/,Cramer week ahead : Earnings season kicks off after JPMorgan Healthcare Conference
GDELT,SomaLogic merger overcomes investor objections to win shareholder approval,2024-01-06,dailycamera.com,https://www.dailycamera.com/2024/01/05/somalogic-merger-overcomes-investor-objections-to-win-shareholder-approval/,SomaLogic merger overcomes investor objections to win shareholder approval
GDELT,Cramer week ahead : Earnings season kicks off after JPMorgan Healthcare Conference,2024-01-06,nbcchicago.com,https://www.nbcchicago.com/news/business/money-report/cramers-week-ahead-earnings-season-kicks-off-after-jpmorgan-healthcare-conference/3319178/,Cramer week ahead : Earnings season kicks off after JPMorgan Healthcare Conference
GDELT,"BÖRSE ONLINE – Seit 1987 , Deutschlands erstes Börsenmagazin",2024-01-05,boerse-online.de,https://www.boerse-online.de/dpa-afx/aktien-new-york-anleger-nach-us-wirtschaftsdaten-hin-und-hergerissen-340746.html,"BÖRSE ONLINE – Seit 1987 , Deutschlands erstes Börsenmagazin"
GDELT,Campaign Roundup : The Third Anniversary of the January 6 Attack on the U . S . Capitol,2024-01-05,cfr.org,https://www.cfr.org/blog/campaign-roundup-third-anniversary-january-6-attack-us-capitol,Campaign Roundup : The Third Anniversary of the January 6 Attack on the U . S . Capitol
GDELT,SomaLogic merger overcomes investor objections to win shareholder approval – BizWest,2024-01-05,bizwest.com,https://bizwest.com/2024/01/05/somalogic-merger-overcomes-investor-objections-to-win-shareholder-approval/,SomaLogic merger overcomes investor objections to win shareholder approval – BizWest
GDELT,LABD : An Absolute Avoid ( NYSEARCA : LABD ) ,2024-01-05,seekingalpha.com,https://seekingalpha.com/article/4661399-labd-an-absolute-avoid,LABD : An Absolute Avoid ( NYSEARCA : LABD ) 
GDELT,"Retracted study was based on unethically collected Uyghur DNA samples , experts contend",2024-01-05,rfa.org,https://www.rfa.org/english/news/uyghur/biometric_data-01052024175746.html,"Retracted study was based on unethically collected Uyghur DNA samples , experts contend"
GDELT,The Cream Of The Crop : 5 Biotechs That Outrank Most Stocks,2024-01-05,biztoc.com,https://biztoc.com/x/59b627aa906bb50f,The Cream Of The Crop : 5 Biotechs That Outrank Most Stocks
GDELT,CG Oncology files for proposed $100M IPO ( Pending : CGON ) ,2024-01-05,seekingalpha.com,https://seekingalpha.com/news/4052798-cg-oncology-files-for-proposed-100m-ipo,CG Oncology files for proposed $100M IPO ( Pending : CGON ) 
GDELT,Molecular Partners and Orano Med Announce Co - Development Agreement for Radio - DARPin Therapies,2024-01-05,marketscreener.com,https://www.marketscreener.com/quote/stock/MOLECULAR-PARTNERS-AG-18411180/news/Molecular-Partners-and-Orano-Med-Announce-Co-Development-Agreement-for-Radio-DARPin-Therapies-45683582/,Molecular Partners and Orano Med Announce Co - Development Agreement for Radio - DARPin Therapies
GDELT,ADRs Gain ; Aurora Mobile Jumps 28 % ,2024-01-05,morningstar.com,https://www.morningstar.com/news/dow-jones/202401056540/adrs-gain-aurora-mobile-jumps-28,ADRs Gain ; Aurora Mobile Jumps 28 % 
GDELT,U . S . Food and Drug Administration Approves ZELSUVMI™ as a First - in - Class Medication for the Treatment of Molluscum Contagiosum,2024-01-05,valdostadailytimes.com,https://www.valdostadailytimes.com/ap/business/u-s-food-and-drug-administration-approves-zelsuvmi-as-a-first-in-class-medication-for/article_ea4cf3c9-b03c-59ab-bf2a-24c50de6063b.html,U . S . Food and Drug Administration Approves ZELSUVMI™ as a First - in - Class Medication for the Treatment of Molluscum Contagiosum
GDELT,"Biden describes Trump as a threat to American democracy , in his first campaign speech",2024-01-05,washingtonpost.com,https://www.washingtonpost.com/politics/2024/01/05/biden-democracy-donald-trump/,"Biden describes Trump as a threat to American democracy , in his first campaign speech"
GDELT,PRECISIO BIOTIX TO PRESENT AT BIOTECH SHOWCASE™ 2024 and BFC GLOBAL HEALTHCARE CONFERENCE,2024-01-05,prnewswire.com,https://www.prnewswire.com/news-releases/precisio-biotix-to-present-at-biotech-showcase-2024-and-bfc-global-healthcare-conference-302027558.html,PRECISIO BIOTIX TO PRESENT AT BIOTECH SHOWCASE™ 2024 and BFC GLOBAL HEALTHCARE CONFERENCE
GDELT,Molecular Partners And Orano Med Announce Co - Development Agreement For Radio - Darpin Therapies,2024-01-05,menafn.com,https://menafn.com/1107689452/Molecular-Partners-And-Orano-Med-Announce-Co-Development-Agreement-ForRadio-Darpin-Therapies,Molecular Partners And Orano Med Announce Co - Development Agreement For Radio - Darpin Therapies
GDELT,"Health News Roundup : US FDA to allow Florida to import cheaper drugs from Canada ; Lilly launches website , home delivery option for weight - loss drug and more",2024-01-05,devdiscourse.com,https://www.devdiscourse.com/article/health/2767271-reuters-health-news-summary,"Health News Roundup : US FDA to allow Florida to import cheaper drugs from Canada ; Lilly launches website , home delivery option for weight - loss drug and more"
GDELT,"Form 8 - K Moleculin Biotech , Inc . For : Dec 29",2024-01-05,streetinsider.com,"https://www.streetinsider.com/SEC+Filings/Form+8-K+Moleculin+Biotech,+Inc.+For:+Dec+29/22602623.html","Form 8 - K Moleculin Biotech , Inc . For : Dec 29"
GDELT,ADRs Gain ; Aurora Mobile Jumps 28 % ,2024-01-05,marketwatch.com,https://www.marketwatch.com/story/adrs-gain-aurora-mobile-jumps-28-95ff9c34,ADRs Gain ; Aurora Mobile Jumps 28 % 
GDELT,ADRs Gain ; Aurora Mobile Jumps 28 % ,2024-01-05,marketscreener.com,https://www.marketscreener.com/news/latest/ADRs-Gain-Aurora-Mobile-Jumps-28-45683779/,ADRs Gain ; Aurora Mobile Jumps 28 % 
GDELT,"Global Apoptosis Assays Market Analysis Report 2023 : A $5 . 36 Billion Market in 2022 - Industry Size , Share , Trends , Opportunity , and Forecasts , 2018 - 2028",2024-01-05,prnewswire.com,https://www.prnewswire.com/news-releases/global-apoptosis-assays-market-analysis-report-2023-a-5-36-billion-market-in-2022---industry-size-share-trends-opportunity-and-forecasts-2018-2028--302027058.html,"Global Apoptosis Assays Market Analysis Report 2023 : A $5 . 36 Billion Market in 2022 - Industry Size , Share , Trends , Opportunity , and Forecasts , 2018 - 2028"
GDELT,Sana Biotechnology : SC291 Moving Forward Beyond Hematological Malignancies ( NASDAQ : SANA ) ,2024-01-05,seekingalpha.com,https://seekingalpha.com/article/4661377-sana-biotechnology-sc291-moving-forward-beyond-hematological-malignancies,Sana Biotechnology : SC291 Moving Forward Beyond Hematological Malignancies ( NASDAQ : SANA ) 
GDELT,"US biotech company halts sales of DNA kits in Tibet , as lawmakers mull more export controls on China",2024-01-05,ksat.com,https://www.ksat.com/news/politics/2024/01/05/us-biotech-company-halts-sales-of-dna-kits-in-tibet-as-lawmakers-mull-more-export-controls-on-china/,"US biotech company halts sales of DNA kits in Tibet , as lawmakers mull more export controls on China"
GDELT,newratings . de,2024-01-05,newratings.de,https://www.newratings.de/du/main/company_headline.m?nid=16482883,newratings . de
GDELT,Shocker : Sanity prevails in New York,2024-01-05,oleantimesherald.com,https://www.oleantimesherald.com/commentary/shocker-sanity-prevails-in-new-york/article_11b136be-ab25-11ee-9c51-d3a912de3865.html,Shocker : Sanity prevails in New York
GDELT,"Waypoint Capital Advisors LLC Has $650 , 000 Stake in Abbott Laboratories ( NYSE : ABT ) ",2024-01-06,modernreaders.com,https://www.modernreaders.com/news/2024/01/06/waypoint-capital-advisors-llc-has-650000-stake-in-abbott-laboratories-nyseabt.html,"Waypoint Capital Advisors LLC Has $650 , 000 Stake in Abbott Laboratories ( NYSE : ABT ) "
GDELT,"Assertio Holdings , Inc . Reports Inducement Grants Under NASDAQ Listing Rule 5635 ( c )( 4 ) ",2024-01-06,tmcnet.com,https://www.tmcnet.com/usubmit/2024/01/05/9941459.htm,"Assertio Holdings , Inc . Reports Inducement Grants Under NASDAQ Listing Rule 5635 ( c )( 4 ) "
GDELT,"BÖRSE ONLINE – Seit 1987 , Deutschlands erstes Börsenmagazin",2024-01-05,boerse-online.de,https://www.boerse-online.de/dpa-afx/aktien-new-york-anleger-nach-us-wirtschaftsdaten-hin-und-hergerissen-340746.html,"BÖRSE ONLINE – Seit 1987 , Deutschlands erstes Börsenmagazin"
GDELT,"Retracted study was based on unethically collected Uyghur DNA samples , experts contend",2024-01-05,rfa.org,https://www.rfa.org/english/news/uyghur/biometric_data-01052024175746.html,"Retracted study was based on unethically collected Uyghur DNA samples , experts contend"
GDELT,"Biden describes Trump as a threat to American democracy , in his first campaign speech",2024-01-05,washingtonpost.com,https://www.washingtonpost.com/politics/2024/01/05/biden-democracy-donald-trump/,"Biden describes Trump as a threat to American democracy , in his first campaign speech"
GDELT,"Health News Roundup : US FDA to allow Florida to import cheaper drugs from Canada ; Lilly launches website , home delivery option for weight - loss drug and more",2024-01-05,devdiscourse.com,https://www.devdiscourse.com/article/health/2767271-reuters-health-news-summary,"Health News Roundup : US FDA to allow Florida to import cheaper drugs from Canada ; Lilly launches website , home delivery option for weight - loss drug and more"
GDELT,"Form 8 - K Moleculin Biotech , Inc . For : Dec 29",2024-01-05,streetinsider.com,"https://www.streetinsider.com/SEC+Filings/Form+8-K+Moleculin+Biotech,+Inc.+For:+Dec+29/22602623.html","Form 8 - K Moleculin Biotech , Inc . For : Dec 29"
GDELT,"Global Apoptosis Assays Market Analysis Report 2023 : A $5 . 36 Billion Market in 2022 - Industry Size , Share , Trends , Opportunity , and Forecasts , 2018 - 2028",2024-01-05,prnewswire.com,https://www.prnewswire.com/news-releases/global-apoptosis-assays-market-analysis-report-2023-a-5-36-billion-market-in-2022---industry-size-share-trends-opportunity-and-forecasts-2018-2028--302027058.html,"Global Apoptosis Assays Market Analysis Report 2023 : A $5 . 36 Billion Market in 2022 - Industry Size , Share , Trends , Opportunity , and Forecasts , 2018 - 2028"
GDELT,"US biotech company halts sales of DNA kits in Tibet , as lawmakers mull more export controls on China",2024-01-05,ksat.com,https://www.ksat.com/news/politics/2024/01/05/us-biotech-company-halts-sales-of-dna-kits-in-tibet-as-lawmakers-mull-more-export-controls-on-china/,"US biotech company halts sales of DNA kits in Tibet , as lawmakers mull more export controls on China"
GDELT,"Waypoint Capital Advisors LLC Has $650 , 000 Stake in Abbott Laboratories ( NYSE : ABT ) ",2024-01-06,modernreaders.com,https://www.modernreaders.com/news/2024/01/06/waypoint-capital-advisors-llc-has-650000-stake-in-abbott-laboratories-nyseabt.html,"Waypoint Capital Advisors LLC Has $650 , 000 Stake in Abbott Laboratories ( NYSE : ABT ) "
GDELT,"Assertio Holdings , Inc . Reports Inducement Grants Under NASDAQ Listing Rule 5635 ( c )( 4 ) ",2024-01-06,tmcnet.com,https://www.tmcnet.com/usubmit/2024/01/05/9941459.htm,"Assertio Holdings , Inc . Reports Inducement Grants Under NASDAQ Listing Rule 5635 ( c )( 4 ) "
GDELT,"BÖRSE ONLINE – Seit 1987 , Deutschlands erstes Börsenmagazin",2024-01-05,boerse-online.de,https://www.boerse-online.de/dpa-afx/aktien-new-york-anleger-nach-us-wirtschaftsdaten-hin-und-hergerissen-340746.html,"BÖRSE ONLINE – Seit 1987 , Deutschlands erstes Börsenmagazin"
GDELT,"Retracted study was based on unethically collected Uyghur DNA samples , experts contend",2024-01-05,rfa.org,https://www.rfa.org/english/news/uyghur/biometric_data-01052024175746.html,"Retracted study was based on unethically collected Uyghur DNA samples , experts contend"
GDELT,"Biden describes Trump as a threat to American democracy , in his first campaign speech",2024-01-05,washingtonpost.com,https://www.washingtonpost.com/politics/2024/01/05/biden-democracy-donald-trump/,"Biden describes Trump as a threat to American democracy , in his first campaign speech"
GDELT,"Health News Roundup : US FDA to allow Florida to import cheaper drugs from Canada ; Lilly launches website , home delivery option for weight - loss drug and more",2024-01-05,devdiscourse.com,https://www.devdiscourse.com/article/health/2767271-reuters-health-news-summary,"Health News Roundup : US FDA to allow Florida to import cheaper drugs from Canada ; Lilly launches website , home delivery option for weight - loss drug and more"
GDELT,"Form 8 - K Moleculin Biotech , Inc . For : Dec 29",2024-01-05,streetinsider.com,"https://www.streetinsider.com/SEC+Filings/Form+8-K+Moleculin+Biotech,+Inc.+For:+Dec+29/22602623.html","Form 8 - K Moleculin Biotech , Inc . For : Dec 29"
GDELT,"Global Apoptosis Assays Market Analysis Report 2023 : A $5 . 36 Billion Market in 2022 - Industry Size , Share , Trends , Opportunity , and Forecasts , 2018 - 2028",2024-01-05,prnewswire.com,https://www.prnewswire.com/news-releases/global-apoptosis-assays-market-analysis-report-2023-a-5-36-billion-market-in-2022---industry-size-share-trends-opportunity-and-forecasts-2018-2028--302027058.html,"Global Apoptosis Assays Market Analysis Report 2023 : A $5 . 36 Billion Market in 2022 - Industry Size , Share , Trends , Opportunity , and Forecasts , 2018 - 2028"
GDELT,"US biotech company halts sales of DNA kits in Tibet , as lawmakers mull more export controls on China",2024-01-05,ksat.com,https://www.ksat.com/news/politics/2024/01/05/us-biotech-company-halts-sales-of-dna-kits-in-tibet-as-lawmakers-mull-more-export-controls-on-china/,"US biotech company halts sales of DNA kits in Tibet , as lawmakers mull more export controls on China"
GDELT,صحة الفيوم تمهل مستشفياتها 10 أيام لتطبيق خطط ترشيد استهلاك المضادات الحيوية,2024-01-01,vetogate.com,https://www.vetogate.com/5056085,صحة الفيوم تمهل مستشفياتها 10 أيام لتطبيق خطط ترشيد استهلاك المضادات الحيوية
GDELT,Provincia de Buenos Aires | Ley impositiva y endeudamiento : los puntos claves en las leyes que consiguió Kicillof para paliar el ajuste,2024-01-01,cronista.com,http://www.cronista.com/economia-politica/ley-impositiva-y-endeudamiento-los-puntos-claves-en-las-leyes-que-consiguio-kicillof-para-paliar-el-ajuste/,Provincia de Buenos Aires | Ley impositiva y endeudamiento : los puntos claves en las leyes que consiguió Kicillof para paliar el ajuste
GDELT,Al - Shabaab behind thwarted terror plot - Capital Newspaper,2024-01-01,capitalethiopia.com,https://www.capitalethiopia.com/2019/04/15/al-shabaab-behind-thwarted-terror-plot/,Al - Shabaab behind thwarted terror plot - Capital Newspaper
GDELT,"Emcure expands injectables capacity , opens 3rd facility in Gujarat",2024-01-01,financialexpress.com,https://www.financialexpress.com/healthcare/news-healthcare/emcure-expands-injectables-capacity-opens-3rd-facility-in-gujarat/3352693/,"Emcure expands injectables capacity , opens 3rd facility in Gujarat"
